chr	start	end	value1
NC_002505.1	868001	869000	0
NC_002505.1	869001	870000	0.748
NC_002505.1	870001	871000	0
NC_002505.1	871001	872000	0
NC_002505.1	872001	873000	0
NC_002505.1	873001	874000	0
NC_002505.1	874001	875000	0
NC_002505.1	875001	876000	0
NC_002505.1	876001	877000	0
NC_002505.1	877001	878000	0
NC_002505.1	878001	879000	0
NC_002505.1	879001	880000	0
NC_002505.1	880001	881000	0
NC_002505.1	881001	882000	0
NC_002505.1	882001	883000	0
NC_002505.1	883001	884000	0
NC_002505.1	884001	885000	0
NC_002505.1	885001	886000	0
NC_002505.1	886001	887000	0
NC_002505.1	887001	888000	0
NC_002505.1	888001	889000	0
NC_002505.1	889001	890000	0
NC_002505.1	890001	891000	0
NC_002505.1	891001	892000	0
NC_002505.1	892001	893000	0
NC_002505.1	893001	894000	0
NC_002505.1	894001	895000	0
NC_002505.1	895001	896000	0
NC_002505.1	896001	897000	0
NC_002505.1	897001	898000	0.429
NC_002505.1	898001	899000	1.102
NC_002505.1	899001	9e+05	0.959
NC_002505.1	900001	901000	0
NC_002505.1	901001	902000	0
NC_002505.1	902001	903000	0
NC_002505.1	903001	904000	0
NC_002505.1	904001	905000	0
NC_002505.1	905001	906000	0
NC_002505.1	906001	907000	0
NC_002505.1	907001	908000	0
NC_002505.1	908001	909000	0
NC_002505.1	909001	910000	0
NC_002505.1	910001	911000	0
NC_002505.1	911001	912000	0
NC_002505.1	912001	913000	0
NC_002505.1	913001	914000	0
NC_002505.1	914001	915000	0
NC_002505.1	915001	916000	0
NC_002505.1	916001	917000	0
NC_002505.1	917001	918000	0
NC_002505.1	918001	919000	0
NC_002505.1	919001	920000	0
NC_002505.1	920001	921000	0
NC_002505.1	921001	922000	0
NC_002505.1	922001	923000	0
NC_002505.1	923001	924000	0
NC_002505.1	924001	925000	0
NC_002505.1	925001	926000	0
NC_002505.1	926001	927000	0
NC_002505.1	927001	928000	0
NC_002505.1	928001	929000	0
NC_002505.1	929001	930000	0
NC_002505.1	930001	931000	0
NC_002505.1	931001	932000	0
NC_002505.1	932001	933000	0
NC_002505.1	933001	934000	0
NC_002505.1	934001	935000	0
NC_002505.1	935001	936000	0
NC_002505.1	936001	937000	0
NC_002505.1	937001	938000	0
NC_002505.1	938001	939000	0
NC_002505.1	939001	940000	0
NC_002505.1	940001	941000	0
NC_002505.1	941001	942000	0
NC_002505.1	942001	943000	0
NC_002505.1	943001	944000	0
NC_002505.1	944001	945000	0
NC_002505.1	945001	946000	0
NC_002505.1	946001	947000	0
NC_002505.1	947001	948000	0
NC_002505.1	948001	949000	0
NC_002505.1	949001	950000	0
NC_002505.1	950001	951000	0
NC_002505.1	951001	952000	0
NC_002505.1	952001	953000	0
NC_002505.1	953001	954000	0
NC_002505.1	954001	955000	0
NC_002505.1	955001	956000	0
NC_002505.1	956001	957000	0
NC_002505.1	957001	958000	0
NC_002505.1	958001	959000	0
NC_002505.1	959001	960000	0
NC_002505.1	960001	961000	0
NC_002505.1	961001	962000	0
NC_002505.1	962001	963000	0
NC_002505.1	963001	964000	0
NC_002505.1	964001	965000	0
NC_002505.1	965001	966000	0
NC_002505.1	966001	967000	0
NC_002505.1	967001	968000	0
NC_002505.1	968001	969000	0
NC_002505.1	969001	970000	0
NC_002505.1	970001	971000	0
NC_002505.1	971001	972000	0
NC_002505.1	972001	973000	0
NC_002505.1	973001	974000	0
NC_002505.1	974001	975000	0
NC_002505.1	975001	976000	0
NC_002505.1	976001	977000	0.719
NC_002505.1	977001	978000	0.216
NC_002505.1	978001	979000	0
NC_002505.1	979001	980000	0
NC_002505.1	980001	981000	0
NC_002505.1	981001	982000	0
NC_002505.1	982001	983000	0
NC_002505.1	983001	984000	0
NC_002505.1	984001	985000	0
NC_002505.1	985001	986000	0
NC_002505.1	986001	987000	0
NC_002505.1	987001	988000	0
NC_002505.1	988001	989000	0
NC_002505.1	989001	990000	0
NC_002505.1	990001	991000	0
NC_002505.1	991001	992000	0
NC_002505.1	992001	993000	0
NC_002505.1	993001	994000	0
NC_002505.1	994001	995000	0
NC_002505.1	995001	996000	0
NC_002505.1	996001	997000	0
NC_002505.1	997001	998000	0
NC_002505.1	998001	999000	0
NC_002505.1	999001	1e+06	0
NC_002505.1	1000001	1001000	1.182
NC_002505.1	1001001	1002000	0.315
NC_002505.1	1002001	1003000	0
NC_002505.1	1003001	1004000	0
NC_002505.1	1004001	1005000	0
NC_002505.1	1005001	1006000	0
NC_002505.1	1006001	1007000	0
NC_002505.1	1007001	1008000	0
NC_002505.1	1008001	1009000	0
NC_002505.1	1009001	1010000	0
NC_002505.1	1010001	1011000	0
NC_002505.1	1011001	1012000	0
NC_002505.1	1012001	1013000	0
NC_002505.1	1013001	1014000	0
NC_002505.1	1014001	1015000	0
NC_002505.1	1015001	1016000	0
NC_002505.1	1016001	1017000	0
NC_002505.1	1017001	1018000	0
NC_002505.1	1018001	1019000	0
NC_002505.1	1019001	1020000	0
NC_002505.1	1020001	1021000	0
NC_002505.1	1021001	1022000	0.756
NC_002505.1	1022001	1023000	0
NC_002505.1	1023001	1024000	0
NC_002505.1	1024001	1025000	0.384
NC_002505.1	1025001	1026000	1.262
NC_002505.1	1026001	1027000	0
NC_002505.1	1027001	1028000	0
NC_002505.1	1028001	1029000	0
NC_002505.1	1029001	1030000	0
NC_002505.1	1030001	1031000	0
NC_002505.1	1031001	1032000	0
NC_002505.1	1032001	1033000	0
NC_002505.1	1033001	1034000	0
NC_002505.1	1034001	1035000	0
NC_002505.1	1035001	1036000	0
NC_002505.1	1036001	1037000	0
NC_002505.1	1037001	1038000	0
NC_002505.1	1038001	1039000	0
NC_002505.1	1039001	1040000	0
NC_002505.1	1040001	1041000	0
NC_002505.1	1041001	1042000	0
NC_002505.1	1042001	1043000	0
NC_002505.1	1043001	1044000	0
NC_002505.1	1044001	1045000	0
NC_002505.1	1045001	1046000	0
NC_002505.1	1046001	1047000	0
NC_002505.1	1047001	1048000	0
NC_002505.1	1048001	1049000	0
NC_002505.1	1049001	1050000	0
NC_002505.1	1050001	1051000	0
NC_002505.1	1051001	1052000	0
NC_002505.1	1052001	1053000	0
NC_002505.1	1053001	1054000	0
NC_002505.1	1054001	1055000	0
NC_002505.1	1055001	1056000	0
NC_002505.1	1056001	1057000	0
NC_002505.1	1057001	1058000	0
NC_002505.1	1058001	1059000	0
NC_002505.1	1059001	1060000	0
NC_002505.1	1060001	1061000	0
NC_002505.1	1061001	1062000	0
NC_002505.1	1062001	1063000	0
NC_002505.1	1063001	1064000	0
NC_002505.1	1064001	1065000	0
NC_002505.1	1065001	1066000	0
NC_002505.1	1066001	1067000	0
NC_002505.1	1067001	1068000	0
NC_002505.1	1068001	1069000	0
NC_002505.1	1069001	1070000	0
NC_002505.1	1070001	1071000	0
NC_002505.1	1071001	1072000	0
NC_002505.1	1072001	1073000	0
NC_002505.1	1073001	1074000	0
NC_002505.1	1074001	1075000	0
NC_002505.1	1075001	1076000	0
NC_002505.1	1076001	1077000	0
NC_002505.1	1077001	1078000	0
NC_002505.1	1078001	1079000	0
NC_002505.1	1079001	1080000	0
NC_002505.1	1080001	1081000	0.334
NC_002505.1	1081001	1082000	0
NC_002505.1	1082001	1083000	0
NC_002505.1	1083001	1084000	0.106
NC_002505.1	1084001	1085000	0.544
NC_002505.1	1085001	1086000	0.139
NC_002505.1	1086001	1087000	0
NC_002505.1	1087001	1088000	0
NC_002505.1	1088001	1089000	0
NC_002505.1	1089001	1090000	0
NC_002505.1	1090001	1091000	0
NC_002505.1	1091001	1092000	0
NC_002505.1	1092001	1093000	0
NC_002505.1	1093001	1094000	0
NC_002505.1	1094001	1095000	0
NC_002505.1	1095001	1096000	0
NC_002505.1	1096001	1097000	0
NC_002505.1	1097001	1098000	0
NC_002505.1	1098001	1099000	0
NC_002505.1	1099001	1100000	0
NC_002505.1	1100001	1101000	0
NC_002505.1	1101001	1102000	0
NC_002505.1	1102001	1103000	0
NC_002505.1	1103001	1104000	0
NC_002505.1	1104001	1105000	0
NC_002505.1	1105001	1106000	0
NC_002505.1	1106001	1107000	0
NC_002505.1	1107001	1108000	0
NC_002505.1	1108001	1109000	0
NC_002505.1	1109001	1110000	0
NC_002505.1	1110001	1111000	0
NC_002505.1	1111001	1112000	0
NC_002505.1	1112001	1113000	0
NC_002505.1	1113001	1114000	0
NC_002505.1	1114001	1115000	0
NC_002505.1	1115001	1116000	0
NC_002505.1	1116001	1117000	0
NC_002505.1	1117001	1118000	0
NC_002505.1	1118001	1119000	0
NC_002505.1	1119001	1120000	0
NC_002505.1	1120001	1121000	0
NC_002505.1	1121001	1122000	0.5
NC_002505.1	1122001	1123000	0.521
NC_002505.1	1123001	1124000	0
NC_002505.1	1124001	1125000	0
NC_002505.1	1125001	1126000	0
NC_002505.1	1126001	1127000	0
NC_002505.1	1127001	1128000	0
NC_002505.1	1128001	1129000	0
NC_002505.1	1129001	1130000	0
NC_002505.1	1130001	1131000	0
NC_002505.1	1131001	1132000	0
NC_002505.1	1132001	1133000	0
NC_002505.1	1133001	1134000	0
NC_002505.1	1134001	1135000	0
NC_002505.1	1135001	1136000	0
NC_002505.1	1136001	1137000	0
NC_002505.1	1137001	1138000	0
NC_002505.1	1138001	1139000	0
NC_002505.1	1139001	1140000	0
NC_002505.1	1140001	1141000	0
NC_002505.1	1141001	1142000	0
NC_002505.1	1142001	1143000	0
NC_002505.1	1143001	1144000	0
NC_002505.1	1144001	1145000	0
NC_002505.1	1145001	1146000	0
NC_002505.1	1146001	1147000	0
NC_002505.1	1147001	1148000	0
NC_002505.1	1148001	1149000	0
NC_002505.1	1149001	1150000	0
NC_002505.1	1150001	1151000	0
NC_002505.1	1151001	1152000	0
NC_002505.1	1152001	1153000	0
NC_002505.1	1153001	1154000	0
NC_002505.1	1154001	1155000	0
NC_002505.1	1155001	1156000	0
NC_002505.1	1156001	1157000	0
NC_002505.1	1157001	1158000	0
NC_002505.1	1158001	1159000	0
NC_002505.1	1159001	1160000	0
NC_002505.1	1160001	1161000	0
NC_002505.1	1161001	1162000	0
NC_002505.1	1162001	1163000	0
NC_002505.1	1163001	1164000	0
NC_002505.1	1164001	1165000	0
NC_002505.1	1165001	1166000	0
NC_002505.1	1166001	1167000	0
NC_002505.1	1167001	1168000	0
NC_002505.1	1168001	1169000	0
NC_002505.1	1169001	1170000	0
NC_002505.1	1170001	1171000	0
NC_002505.1	1171001	1172000	0
NC_002505.1	1172001	1173000	0
NC_002505.1	1173001	1174000	0
NC_002505.1	1174001	1175000	0
NC_002505.1	1175001	1176000	0
NC_002505.1	1176001	1177000	0
NC_002505.1	1177001	1178000	0
NC_002505.1	1178001	1179000	0
NC_002505.1	1179001	1180000	0.325
NC_002505.1	1180001	1181000	2
NC_002505.1	1181001	1182000	0.273
NC_002505.1	1182001	1183000	0
NC_002505.1	1183001	1184000	0
NC_002505.1	1184001	1185000	0
NC_002505.1	1185001	1186000	0
NC_002505.1	1186001	1187000	0
NC_002505.1	1187001	1188000	0
NC_002505.1	1188001	1189000	0
NC_002505.1	1189001	1190000	0.487
NC_002505.1	1190001	1191000	0
NC_002505.1	1191001	1192000	0
NC_002505.1	1192001	1193000	0
NC_002505.1	1193001	1194000	0
NC_002505.1	1194001	1195000	0
NC_002505.1	1195001	1196000	0
NC_002505.1	1196001	1197000	0
NC_002505.1	1197001	1198000	0
NC_002505.1	1198001	1199000	0
NC_002505.1	1199001	1200000	0
NC_002505.1	1200001	1201000	0
NC_002505.1	1201001	1202000	0
NC_002505.1	1202001	1203000	0
NC_002505.1	1203001	1204000	0
NC_002505.1	1204001	1205000	0
NC_002505.1	1205001	1206000	0
NC_002505.1	1206001	1207000	0
NC_002505.1	1207001	1208000	0
NC_002505.1	1208001	1209000	0
NC_002505.1	1209001	1210000	0
NC_002505.1	1210001	1211000	0.804
NC_002505.1	1211001	1212000	0.119
NC_002505.1	1212001	1213000	0
NC_002505.1	1213001	1214000	0
NC_002505.1	1214001	1215000	0
NC_002505.1	1215001	1216000	0
NC_002505.1	1216001	1217000	0
NC_002505.1	1217001	1218000	0
NC_002505.1	1218001	1219000	0
NC_002505.1	1219001	1220000	0
NC_002505.1	1220001	1221000	0
NC_002505.1	1221001	1222000	0
NC_002505.1	1222001	1223000	0
NC_002505.1	1223001	1224000	0
NC_002505.1	1224001	1225000	0
NC_002505.1	1225001	1226000	0
NC_002505.1	1226001	1227000	0
NC_002505.1	1227001	1228000	0
NC_002505.1	1228001	1229000	0
NC_002505.1	1229001	1230000	0
NC_002505.1	1230001	1231000	0
NC_002505.1	1231001	1232000	0
NC_002505.1	1232001	1233000	0
NC_002505.1	1233001	1234000	0
NC_002505.1	1234001	1235000	0
NC_002505.1	1235001	1236000	0
NC_002505.1	1236001	1237000	0
NC_002505.1	1237001	1238000	0
NC_002505.1	1238001	1239000	0
NC_002505.1	1239001	1240000	0
NC_002505.1	1240001	1241000	0
NC_002505.1	1241001	1242000	0
NC_002505.1	1242001	1243000	0
NC_002505.1	1243001	1244000	0
NC_002505.1	1244001	1245000	0
NC_002505.1	1245001	1246000	0
NC_002505.1	1246001	1247000	0
NC_002505.1	1247001	1248000	0
NC_002505.1	1248001	1249000	0
NC_002505.1	1249001	1250000	0
NC_002505.1	1250001	1251000	0
NC_002505.1	1251001	1252000	0
NC_002505.1	1252001	1253000	0
NC_002505.1	1253001	1254000	0
NC_002505.1	1254001	1255000	0
NC_002505.1	1255001	1256000	0
NC_002505.1	1256001	1257000	0
NC_002505.1	1257001	1258000	0
NC_002505.1	1258001	1259000	0
NC_002505.1	1259001	1260000	0
NC_002505.1	1260001	1261000	0
NC_002505.1	1261001	1262000	0
NC_002505.1	1262001	1263000	0
NC_002505.1	1263001	1264000	0
NC_002505.1	1264001	1265000	0
NC_002505.1	1265001	1266000	0
NC_002505.1	1266001	1267000	0
NC_002505.1	1267001	1268000	0
NC_002505.1	1268001	1269000	0
NC_002505.1	1269001	1270000	0
NC_002505.1	1270001	1271000	0
NC_002505.1	1271001	1272000	0
NC_002505.1	1272001	1273000	0
NC_002505.1	1273001	1274000	0
NC_002505.1	1274001	1275000	0
NC_002505.1	1275001	1276000	0
NC_002505.1	1276001	1277000	0
NC_002505.1	1277001	1278000	0
NC_002505.1	1278001	1279000	0
NC_002505.1	1279001	1280000	0
NC_002505.1	1280001	1281000	0
NC_002505.1	1281001	1282000	0
NC_002505.1	1282001	1283000	0
NC_002505.1	1283001	1284000	0
NC_002505.1	1284001	1285000	0
NC_002505.1	1285001	1286000	0
NC_002505.1	1286001	1287000	0
NC_002505.1	1287001	1288000	0
NC_002505.1	1288001	1289000	0
NC_002505.1	1289001	1290000	0
NC_002505.1	1290001	1291000	0
NC_002505.1	1291001	1292000	0
NC_002505.1	1292001	1293000	0
NC_002505.1	1293001	1294000	0
NC_002505.1	1294001	1295000	0
NC_002505.1	1295001	1296000	0
NC_002505.1	1296001	1297000	0
NC_002505.1	1297001	1298000	0
NC_002505.1	1298001	1299000	0
NC_002505.1	1299001	1300000	0
NC_002505.1	1300001	1301000	0
NC_002505.1	1301001	1302000	0
NC_002505.1	1302001	1303000	0
NC_002505.1	1303001	1304000	0
NC_002505.1	1304001	1305000	0
NC_002505.1	1305001	1306000	0
NC_002505.1	1306001	1307000	0
NC_002505.1	1307001	1308000	0
NC_002505.1	1308001	1309000	0
NC_002505.1	1309001	1310000	0
NC_002505.1	1310001	1311000	0
NC_002505.1	1311001	1312000	0
NC_002505.1	1312001	1313000	0
NC_002505.1	1313001	1314000	0
NC_002505.1	1314001	1315000	0
NC_002505.1	1315001	1316000	0
NC_002505.1	1316001	1317000	0
NC_002505.1	1317001	1318000	0
NC_002505.1	1318001	1319000	0
NC_002505.1	1319001	1320000	0
NC_002505.1	1320001	1321000	0
NC_002505.1	1321001	1322000	0
NC_002505.1	1322001	1323000	0
NC_002505.1	1323001	1324000	0
NC_002505.1	1324001	1325000	0
NC_002505.1	1325001	1326000	0
NC_002505.1	1326001	1327000	0
NC_002505.1	1327001	1328000	0
NC_002505.1	1328001	1329000	0
NC_002505.1	1329001	1330000	0
NC_002505.1	1330001	1331000	0
NC_002505.1	1331001	1332000	0
NC_002505.1	1332001	1333000	0
NC_002505.1	1333001	1334000	0
NC_002505.1	1334001	1335000	0
NC_002505.1	1335001	1336000	0
NC_002505.1	1336001	1337000	0
NC_002505.1	1337001	1338000	0
NC_002505.1	1338001	1339000	0
NC_002505.1	1339001	1340000	0
NC_002505.1	1340001	1341000	0
NC_002505.1	1341001	1342000	0
NC_002505.1	1342001	1343000	0
NC_002505.1	1343001	1344000	0
NC_002505.1	1344001	1345000	0
NC_002505.1	1345001	1346000	0
NC_002505.1	1346001	1347000	0
NC_002505.1	1347001	1348000	0
NC_002505.1	1348001	1349000	0
NC_002505.1	1349001	1350000	0
NC_002505.1	1350001	1351000	0
NC_002505.1	1351001	1352000	0
NC_002505.1	1352001	1353000	0
NC_002505.1	1353001	1354000	0
NC_002505.1	1354001	1355000	0
NC_002505.1	1355001	1356000	0
NC_002505.1	1356001	1357000	0
NC_002505.1	1357001	1358000	0
NC_002505.1	1358001	1359000	0
NC_002505.1	1359001	1360000	0
NC_002505.1	1360001	1361000	0
NC_002505.1	1361001	1362000	0
NC_002505.1	1362001	1363000	0
NC_002505.1	1363001	1364000	0
NC_002505.1	1364001	1365000	0
NC_002505.1	1365001	1366000	0
NC_002505.1	1366001	1367000	0
NC_002505.1	1367001	1368000	0
NC_002505.1	1368001	1369000	0
NC_002505.1	1369001	1370000	0
NC_002505.1	1370001	1371000	0
NC_002505.1	1371001	1372000	0
NC_002505.1	1372001	1373000	0
NC_002505.1	1373001	1374000	0.045
NC_002505.1	1374001	1375000	0.622
NC_002505.1	1375001	1376000	0
NC_002505.1	1376001	1377000	0
NC_002505.1	1377001	1378000	0
NC_002505.1	1378001	1379000	0
NC_002505.1	1379001	1380000	0
NC_002505.1	1380001	1381000	0
NC_002505.1	1381001	1382000	0
NC_002505.1	1382001	1383000	0
NC_002505.1	1383001	1384000	0
NC_002505.1	1384001	1385000	0
NC_002505.1	1385001	1386000	0
NC_002505.1	1386001	1387000	0
NC_002505.1	1387001	1388000	0
NC_002505.1	1388001	1389000	0
NC_002505.1	1389001	1390000	0
NC_002505.1	1390001	1391000	0
NC_002505.1	1391001	1392000	0
NC_002505.1	1392001	1393000	0
NC_002505.1	1393001	1394000	0
NC_002505.1	1394001	1395000	0
NC_002505.1	1395001	1396000	0
NC_002505.1	1396001	1397000	0.287
NC_002505.1	1397001	1398000	0
NC_002505.1	1398001	1399000	0
NC_002505.1	1399001	1400000	0
NC_002505.1	1400001	1401000	0
NC_002505.1	1401001	1402000	0
NC_002505.1	1402001	1403000	0
NC_002505.1	1403001	1404000	0
NC_002505.1	1404001	1405000	0
NC_002505.1	1405001	1406000	0
NC_002505.1	1406001	1407000	0
NC_002505.1	1407001	1408000	0
NC_002505.1	1408001	1409000	0
NC_002505.1	1409001	1410000	0
NC_002505.1	1410001	1411000	0
NC_002505.1	1411001	1412000	0
NC_002505.1	1412001	1413000	0
NC_002505.1	1413001	1414000	0
NC_002505.1	1414001	1415000	0
NC_002505.1	1415001	1416000	0
NC_002505.1	1416001	1417000	0
NC_002505.1	1417001	1418000	0
NC_002505.1	1418001	1419000	0
NC_002505.1	1419001	1420000	0
NC_002505.1	1420001	1421000	0
NC_002505.1	1421001	1422000	0
NC_002505.1	1422001	1423000	0
NC_002505.1	1423001	1424000	0
NC_002505.1	1424001	1425000	0
NC_002505.1	1425001	1426000	0
NC_002505.1	1426001	1427000	0
NC_002505.1	1427001	1428000	0
NC_002505.1	1428001	1429000	0
NC_002505.1	1429001	1430000	0
NC_002505.1	1430001	1431000	0
NC_002505.1	1431001	1432000	0
NC_002505.1	1432001	1433000	0
NC_002505.1	1433001	1434000	0
NC_002505.1	1434001	1435000	0
NC_002505.1	1435001	1436000	0
NC_002505.1	1436001	1437000	0
NC_002505.1	1437001	1438000	0
NC_002505.1	1438001	1439000	0
NC_002505.1	1439001	1440000	0
NC_002505.1	1440001	1441000	0
NC_002505.1	1441001	1442000	0
NC_002505.1	1442001	1443000	0
NC_002505.1	1443001	1444000	0
NC_002505.1	1444001	1445000	0
NC_002505.1	1445001	1446000	0
NC_002505.1	1446001	1447000	0
NC_002505.1	1447001	1448000	0
NC_002505.1	1448001	1449000	0
NC_002505.1	1449001	1450000	0
NC_002505.1	1450001	1451000	0
NC_002505.1	1451001	1452000	0
NC_002505.1	1452001	1453000	0
NC_002505.1	1453001	1454000	0
NC_002505.1	1454001	1455000	0
NC_002505.1	1455001	1456000	0
NC_002505.1	1456001	1457000	0
NC_002505.1	1457001	1458000	0
NC_002505.1	1458001	1459000	0
NC_002505.1	1459001	1460000	0
NC_002505.1	1460001	1461000	0
NC_002505.1	1461001	1462000	0
NC_002505.1	1462001	1463000	0
NC_002505.1	1463001	1464000	0
NC_002505.1	1464001	1465000	0
NC_002505.1	1465001	1466000	0
NC_002505.1	1466001	1467000	0
NC_002505.1	1467001	1468000	0
NC_002505.1	1468001	1469000	0
NC_002505.1	1469001	1470000	0
NC_002505.1	1470001	1471000	0
NC_002505.1	1471001	1472000	0
NC_002505.1	1472001	1473000	0
NC_002505.1	1473001	1474000	0
NC_002505.1	1474001	1475000	0
NC_002505.1	1475001	1476000	0
NC_002505.1	1476001	1477000	0
NC_002505.1	1477001	1478000	0
NC_002505.1	1478001	1479000	0
NC_002505.1	1479001	1480000	0
NC_002505.1	1480001	1481000	0
NC_002505.1	1481001	1482000	0
NC_002505.1	1482001	1483000	0
NC_002505.1	1483001	1484000	0
NC_002505.1	1484001	1485000	0
NC_002505.1	1485001	1486000	0
NC_002505.1	1486001	1487000	0
NC_002505.1	1487001	1488000	0
NC_002505.1	1488001	1489000	0
NC_002505.1	1489001	1490000	0
NC_002505.1	1490001	1491000	0
NC_002505.1	1491001	1492000	0
NC_002505.1	1492001	1493000	0
NC_002505.1	1493001	1494000	0
NC_002505.1	1494001	1495000	0
NC_002505.1	1495001	1496000	0
NC_002505.1	1496001	1497000	0
NC_002505.1	1497001	1498000	0
NC_002505.1	1498001	1499000	0
NC_002505.1	1499001	1500000	0
NC_002505.1	1500001	1501000	0
NC_002505.1	1501001	1502000	1.147
NC_002505.1	1502001	1503000	0
NC_002505.1	1503001	1504000	0
NC_002505.1	1504001	1505000	0
NC_002505.1	1505001	1506000	0
NC_002505.1	1506001	1507000	0
NC_002505.1	1507001	1508000	0
NC_002505.1	1508001	1509000	0
NC_002505.1	1509001	1510000	0
NC_002505.1	1510001	1511000	0
NC_002505.1	1511001	1512000	0
NC_002505.1	1512001	1513000	0
NC_002505.1	1513001	1514000	0
NC_002505.1	1514001	1515000	0
NC_002505.1	1515001	1516000	0
NC_002505.1	1516001	1517000	0
NC_002505.1	1517001	1518000	0
NC_002505.1	1518001	1519000	0
NC_002505.1	1519001	1520000	0
NC_002505.1	1520001	1521000	0
NC_002505.1	1521001	1522000	0
NC_002505.1	1522001	1523000	0
NC_002505.1	1523001	1524000	0
NC_002505.1	1524001	1525000	0
NC_002505.1	1525001	1526000	0
NC_002505.1	1526001	1527000	0
NC_002505.1	1527001	1528000	0
NC_002505.1	1528001	1529000	0
NC_002505.1	1529001	1530000	0
NC_002505.1	1530001	1531000	0
NC_002505.1	1531001	1532000	0
NC_002505.1	1532001	1533000	0
NC_002505.1	1533001	1534000	0
NC_002505.1	1534001	1535000	0
NC_002505.1	1535001	1536000	0
NC_002505.1	1536001	1537000	0
NC_002505.1	1537001	1538000	0
NC_002505.1	1538001	1539000	0
NC_002505.1	1539001	1540000	0
NC_002505.1	1540001	1541000	0
NC_002505.1	1541001	1542000	0
NC_002505.1	1542001	1543000	0
NC_002505.1	1543001	1544000	0
NC_002505.1	1544001	1545000	0
NC_002505.1	1545001	1546000	0
NC_002505.1	1546001	1547000	0
NC_002505.1	1547001	1548000	0
NC_002505.1	1548001	1549000	0
NC_002505.1	1549001	1550000	0
NC_002505.1	1550001	1551000	0
NC_002505.1	1551001	1552000	0
NC_002505.1	1552001	1553000	0
NC_002505.1	1553001	1554000	0
NC_002505.1	1554001	1555000	0
NC_002505.1	1555001	1556000	0
NC_002505.1	1556001	1557000	0
NC_002505.1	1557001	1558000	0
NC_002505.1	1558001	1559000	0
NC_002505.1	1559001	1560000	0
NC_002505.1	1560001	1561000	1.071
NC_002505.1	1561001	1562000	0.011
NC_002505.1	1562001	1563000	0
NC_002505.1	1563001	1564000	0
NC_002505.1	1564001	1565000	0
NC_002505.1	1565001	1566000	0
NC_002505.1	1566001	1567000	0
NC_002505.1	1567001	1568000	0
NC_002505.1	1568001	1569000	0
NC_002505.1	1569001	1570000	0
NC_002505.1	1570001	1571000	0
NC_002505.1	1571001	1572000	0
NC_002505.1	1572001	1573000	0
NC_002505.1	1573001	1574000	0
NC_002505.1	1574001	1575000	0
NC_002505.1	1575001	1576000	0
NC_002505.1	1576001	1577000	0
NC_002505.1	1577001	1578000	0
NC_002505.1	1578001	1579000	0
NC_002505.1	1579001	1580000	0
NC_002505.1	1580001	1581000	0
NC_002505.1	1581001	1582000	0
NC_002505.1	1582001	1583000	0
NC_002505.1	1583001	1584000	0
NC_002505.1	1584001	1585000	0
NC_002505.1	1585001	1586000	0
NC_002505.1	1586001	1587000	0
NC_002505.1	1587001	1588000	0
NC_002505.1	1588001	1589000	0
NC_002505.1	1589001	1590000	0
NC_002505.1	1590001	1591000	0
NC_002505.1	1591001	1592000	0
NC_002505.1	1592001	1593000	0
NC_002505.1	1593001	1594000	0
NC_002505.1	1594001	1595000	0
NC_002505.1	1595001	1596000	0
NC_002505.1	1596001	1597000	0
NC_002505.1	1597001	1598000	0
NC_002505.1	1598001	1599000	0
NC_002505.1	1599001	1600000	0
NC_002505.1	1600001	1601000	0
NC_002505.1	1601001	1602000	0
NC_002505.1	1602001	1603000	0
NC_002505.1	1603001	1604000	0
NC_002505.1	1604001	1605000	0
NC_002505.1	1605001	1606000	0
NC_002505.1	1606001	1607000	0
NC_002505.1	1607001	1608000	0
NC_002505.1	1608001	1609000	0
NC_002505.1	1609001	1610000	0
NC_002505.1	1610001	1611000	0
NC_002505.1	1611001	1612000	0
NC_002505.1	1612001	1613000	0
NC_002505.1	1613001	1614000	0
NC_002505.1	1614001	1615000	0
NC_002505.1	1615001	1616000	0
NC_002505.1	1616001	1617000	0
NC_002505.1	1617001	1618000	0
NC_002505.1	1618001	1619000	0
NC_002505.1	1619001	1620000	0
NC_002505.1	1620001	1621000	0
NC_002505.1	1621001	1622000	0
NC_002505.1	1622001	1623000	0
NC_002505.1	1623001	1624000	0
NC_002505.1	1624001	1625000	0
NC_002505.1	1625001	1626000	0
NC_002505.1	1626001	1627000	0
NC_002505.1	1627001	1628000	0
NC_002505.1	1628001	1629000	0
NC_002505.1	1629001	1630000	0
NC_002505.1	1630001	1631000	0
NC_002505.1	1631001	1632000	0
NC_002505.1	1632001	1633000	0
NC_002505.1	1633001	1634000	0
NC_002505.1	1634001	1635000	0
NC_002505.1	1635001	1636000	0
NC_002505.1	1636001	1637000	0
NC_002505.1	1637001	1638000	0
NC_002505.1	1638001	1639000	0
NC_002505.1	1639001	1640000	0
NC_002505.1	1640001	1641000	0
NC_002505.1	1641001	1642000	0
NC_002505.1	1642001	1643000	0
NC_002505.1	1643001	1644000	0
NC_002505.1	1644001	1645000	0
NC_002505.1	1645001	1646000	0
NC_002505.1	1646001	1647000	0
NC_002505.1	1647001	1648000	0
NC_002505.1	1648001	1649000	0
NC_002505.1	1649001	1650000	0
NC_002505.1	1650001	1651000	0
NC_002505.1	1651001	1652000	0
NC_002505.1	1652001	1653000	0
NC_002505.1	1653001	1654000	0
NC_002505.1	1654001	1655000	0
NC_002505.1	1655001	1656000	0
